key,en,vi
workout.msg_finish_prompt,Tap Done to save your workout,Nhấn Hoàn thành để lưu kết quả
workout.msg_finish_workout_confirm,Have you completed this workout? Please ensure you have finished all exercises and sets before finishing.,Bạn đã hoàn thành buổi tập này chưa? Hãy chắc chắn rằng bạn đã hoàn thành tất cả các bài tập và hiệp của mình trước khi kết thúc.
workout.folder_empty,You haven't created any folders yet. Press the + button to create a new folder.,Bạn chưa tạo thư mục nào. Hãy ấn nút + để tạo thư mục mới.
workout.lbl_folder_name_input,Folder Name,Tên thư mục
workout.desc_folder_options,Folder options,Tùy chọn thư mục
workout.title_ghost_workout,Workout Too Short,Buổi tập quá ngắn
workout.msg_ghost_workout,Your workout has only been going for a few minutes. Do you want to finish it now?,"Buổi tập của bạn chỉ mới diễn ra vài phút thôi, bạn có muốn kết thúc liền không?"
workout.fmt_history_hm,{arg1}h {arg2}m,{arg1}g {arg2}p
workout.lbl_hour,Hour,Giờ
workout.err_invalid_dist_time,Please enter valid distance and time!,Vui lòng nhập số km và thời gian hợp lệ!
workout.err_invalid_reps,Please enter a valid number of reps!,Vui lòng nhập số hiệp hợp lệ!
workout.err_invalid_reps_max,Number of reps is too high (>999).,Số reps quá lớn (>999).
workout.err_invalid_speed_max,Speed exceeds limit (>=45km/h).,Vận tốc vượt quá giới hạn (>=45km/h).
workout.err_invalid_steps_time,Please enter valid steps and time!,Vui lòng nhập số bước và thời gian hợp lệ!
workout.err_invalid_wt,Please enter a valid weight!,Vui lòng nhập trọng lượng hợp lệ!
workout.err_invalid_wt_max,Weight is not reasonable (>=2000kg).,Trọng lượng bất hợp lý (>=2000kg).
workout.btn_keep_ssn,Keep old session,Giữ buổi tập cũ
workout.btn_keep_training,Keep Training,Tập thêm
workout.status_last_set_done,Last set completed,Hoàn thành set cuối
workout.msg_load_manager_caution_spike,High challenge (+{arg1}%). Pay close attention to proper form.,Thử thách cao (+{arg1}%). Hãy chú ý kỹ thuật thật chuẩn.
workout.msg_load_manager_danger_spike,Warning! Weight increased too fast (+{arg1}%). Recent record: {arg2}kg.,Cảnh báo! Mức tạ tăng quá nhanh (+{arg1}%). Kỷ lục gần đây: {arg2}kg.
workout.msg_load_manager_optimal,Excellent! Training load is optimal for sustainable growth.,Tuyệt vời! Tải trọng tập luyện đang ở mức tối ưu để phát triển bền vững.
workout.msg_load_manager_overreaching,Careful! You are slightly overreaching (+30%). Make sure to get enough sleep and proper nutrition.,Cẩn thận! Bạn đang tập hơi quá sức (+30%). Hãy chú ý ngủ đủ giấc và ăn uống đầy đủ.
workout.msg_load_manager_overtraining,WARNING: You are overtraining (+50%). High risk of injury. Proactively lower weights next week.,CẢNH BÁO: Bạn đang tập quá tải (+50%). Nguy cơ chấn thương rất cao. Hãy chủ động giảm tạ vào tuần sau.
workout.msg_load_manager_undertraining,You are training lighter than usual ({arg1}). Consider increasing intensity to maintain muscle.,Bạn đang tập nhẹ hơn bình thường ({arg1}). Hãy cân nhắc tăng cường độ để duy trì cơ bắp.
workout.btn_log_add_ex,Add Exercises,Thêm bài tập
workout.btn_log_cancel,Discard Workout,Hủy buổi tập
workout.title_log_cancel_confirm,Confirm Cancel?,Xác nhận Hủy bỏ?
workout.msg_log_cancel_confirm,All your effort so far will not be recorded in the system.,Mọi nỗ lực nãy giờ của bạn sẽ không được ghi nhận vào hệ thống.
workout.btn_log_create_new,Create New Template,Tạo mẫu mới
workout.btn_log_delete_finish,Finish,Kết thúc
workout.btn_log_delete_swipe,DELETE,XÓA BỎ
workout.msg_log_empty,"No exercises added.
Please add exercises to get started.","Chưa có bài tập nào.
Hãy thêm bài tập để bắt đầu."
workout.msg_log_end_reached,"You have reached the last exercise of this workout.
Remember to stretch thoroughly after finishing!","Bạn đã đến bài tập cuối cùng của buổi tập này.
Hãy nhớ xả cơ thật kỹ sau khi tập xong nhé!"
workout.title_log_incomplete,Incomplete,Chưa hoàn thành
workout.msg_log_incomplete,You have empty sets not marked as complete. The system will automatically delete them to finish the workout?,Bạn có các hiệp trống chưa được đánh dấu hoàn thành. Hệ thống sẽ tự động xóa chúng đi để kết thúc buổi tập?
workout.title_log_main,Workout Log,Nhật ký Tập luyện
workout.btn_log_save_history_only,Save to History Only,Chỉ lưu vào Lịch sử
workout.title_log_save_new,Save as New Routine,Lưu thành Lịch tập mới
workout.msg_log_save_new,Turn this new workout into a template Routine to use for next time?,Biến buổi tập mới này thành một Lịch tập mẫu để dùng lại cho lần sau?
workout.title_log_save_result,Finish & Save,Kết thúc & Ghi nhận
workout.btn_log_update_routine,Overwrite Original,Ghi đè Lịch tập gốc
workout.msg_log_update_routine,The structure of this workout has changed. Do you want to save these changes to the original Routine?,Cấu trúc buổi tập này đã có sự thay đổi. Bạn có muốn lưu lại sự thay đổi này cho Lịch tập gốc luôn không?
workout.pr_longest_dist,Longest Distance: {arg1}km (+{arg2}km),Quãng đường dài nhất: {arg1}km (+{arg2}km)
workout.pr_longest_time,Longest Time: {arg1} (+{arg2}),Thời gian dài nhất: {arg1} (+{arg2})
workout.title_main,Workout,Tập luyện
workout.err_max_sets_ex,Maximum of 30 sets per exercise!,Tối đa 30 hiệp cho một bài tập!
workout.err_max_sets_ssn,Maximum of 100 sets per session!,Tối đa 100 hiệp trong 1 buổi tập!
workout.title_mini_player_cancel_dialog,Stop workout?,Dừng buổi tập?
workout.msg_mini_player_cancel_warn,Are you sure you want to cancel the ongoing workout? All your effort so far will be lost.,Bạn có chắc muốn hủy bỏ buổi tập đang diễn ra không? Toàn bộ công sức nãy giờ sẽ biến mất.
workout.btn_mini_player_confirm_delete,Delete now,Xóa ngay
workout.desc_mini_player_delete,Cancel workout,Hủy bỏ buổi tập
workout.btn_mini_player_dismiss_dialog,Keep training,Vẫn tập tiếp
workout.btn_mini_player_resume,Resume,Tiếp tục
workout.lbl_mini_player_status,System recording...,Hệ thống đang ghi nhận...
workout.lbl_minute,Minute,Phút
workout.pr_most_steps,Most Steps: {arg1} steps (+{arg2}),Số bước nhiều nhất: {arg1} steps (+{arg2})
workout.title_my_notes,My Notes,Ghi chú của tôi
workout.msg_new_pr_generic,New personal record established!,Kỷ lục cá nhân mới đã được thiết lập!
workout.title_new_workout,New workout,Buổi tập mới
workout.lbl_next,Up next,Tiếp theo
workout.title_no_ex_workout,Cannot Finish,Không thể hoàn tất
workout.msg_no_ex_workout,Your workout has not completed any exercises. Please complete at least 1 exercise or Cancel this workout.,Buổi tập của bạn chưa có hiệp tập nào được hoàn thành. Vui lòng hoàn thành ít nhất 1 hiệp tập hoặc Hủy buổi tập này.
workout.msg_no_routine_generic,Folder is empty.,Thư mục trống.
workout.msg_no_routine_in_folder,You haven't saved any routines here. Create one or find one in Explore.,Bạn chưa lưu lịch tập nào ở đây. Hãy tự tạo hoặc tìm từ mục Khám phá.
workout.desc_normal,Perform reps and weight according to the standard target. Focus on controlling form and rhythm.,Thực hiện số lần lặp lại và mức tạ theo mục tiêu thông thường. Trọng tâm vào việc kiểm soát form và nhịp độ.
workout.lbl_note_input,Add notes for this exercise...,Thêm ghi chú cho bài tập này...
workout.title_noti_permission,Notification Permission,Cấp quyền thông báo
workout.desc_noti_permission,We need notification permissions to remind you of rest times and report your workout results.,Chúng tôi cần quyền thông báo để nhắc nhở thời gian nghỉ và báo cáo kết quả tập luyện của bạn.
workout.badge_pace,Pace,Vận tốc
workout.err_permission_partial,You need to grant both Notification and Physical Activity permissions to enable this feature.,
workout.btn_pr_awesome,AWESOME,TUYỆT VỜI
workout.title_pr_congrats,NEW ACHIEVEMENT!,THÀNH TÍCH MỚI!
workout.msg_pr_count,Outstanding! You just broke {arg1} of your own personal records!,Quá xuất sắc! Bạn vừa tự phá vỡ {arg1} kỷ lục của chính mình!
workout.pre_permission_btn_allow,Allow Now,Cấp quyền ngay
workout.pre_permission_btn_later,Later,Để sau
workout.pre_permission_desc,"To keep the rest timer running when the screen is off and automatically track your steps, Plato needs Notification and Physical Activity permissions.","Để tính năng đếm giờ nghỉ tiếp tục hoạt động khi bạn tắt màn hình và tự động đếm số bước chân, Plato cần quyền gửi Thông báo và Hoạt động thể chất."
workout.pre_permission_title,Run Workout in Background,Chạy nền buổi tập
workout.title_recovery,Muscle Recovery,Phục hồi cơ bắp
workout.title_recovery_status,Recovery Status,Trạng thái Phục hồi
workout.menu_rename_folder,Rename folder,Đổi tên thư mục
workout.menu_reorder_folders,Reorder folders,Sắp xếp thư mục
workout.desc_reorder_instruction,"Press and hold to drag and drop, or use the arrow buttons beside.","Nhấn đè để chọn và kéo thả, hoặc dùng hai nút mũi tên bên cạnh."
workout.fmt_rest_minutes,{arg1} minutes,{arg1} phút
workout.lbl_rest_off,Timer Off,Tắt bộ đếm
workout.status_rest_over,Rest time is over!,Hết giờ nghỉ!
workout.fmt_rest_seconds,{arg1} seconds,{arg1} giây
workout.title_rest_time,Rest Timer,Bộ đếm giờ nghỉ
workout.status_resting,Resting,Nghỉ ngơi
workout.btn_routine_create_add_ex,ADD EXERCISE,CHỌN BÀI TẬP
workout.btn_routine_create_add_set,Add set,Thêm hiệp
workout.title_routine_create_confirm_update,Update,Cập nhật
workout.msg_routine_create_confirm_update,Do you want to overwrite these changes to the current Routine?,Bạn muốn ghi đè các thay đổi này cho Lịch tập hiện tại?
workout.title_routine_create_edit,Edit Routine,Chỉnh sửa Lịch tập
workout.hint_routine_create_name,Enter routine name ...,Nhập tên lịch tập (ví dụ: Tập thân trên)...
workout.title_routine_create_new,Create New Routine,Tạo Lịch tập mới
workout.title_routine_create_reorder,Reorder,Sắp xếp thứ tự
workout.menu_routine_create_reorder,Reorder,Đảo thứ tự
workout.menu_routine_create_replace,Replace exercise,Đổi bài khác
workout.lbl_routine_create_rest_off,Rest time off,Tắt thời gian nghỉ
workout.fmt_routine_create_rest_time,{arg1} rest,{arg1} nghỉ
workout.btn_routine_delete,Delete Routine,Xóa lịch tập
workout.menu_routine_duplicate,Duplicate,Nhân bản
workout.fmt_routine_exercises_count,{arg1} exercises,{arg1} bài tập
workout.err_routine_exercises_empty,Please add at least one exercise to the routine,Vui lòng thêm ít nhất một bài tập vào lịch tập
workout.col_routine_history,HISTORY,LỊCH SỬ
workout.err_routine_name_empty,Routine name cannot be empty,Tên lịch tập không được để trống
workout.lbl_rpe_completed,Completed,Hoàn thành
workout.msg_safety_threshold_desc,Your 30-day history shows your maximum weight is {arg1} kg. Recommendation: Do not attempt to lift at this weight.,Lịch sử 30 ngày qua cho thấy mức tạ tối đa của bạn là {arg1} kg. Khuyến cáo bạn không thử sức bản thân với mức tạ này.
workout.title_safety_warn,Safety Warning,Cảnh báo sốc tạ
workout.menu_save_as_routine,Save as New Routine,Lưu thành lịch tập mới
workout.btn_save_changes,Save changes,Lưu thay đổi
workout.lbl_second,Second,Giây
workout.lbl_select_hour,Select duration,Chọn thời lượng
workout.title_select_set_type,Customize Set {set},Tùy chỉnh Set {set}
workout.title_select_time,Set Timer,Hẹn giờ báo
workout.title_ssn_sum_acwr_card,Safe Load Analysis,Phân tích Tải trọng an toàn
workout.fmt_ssn_sum_acwr_ratio,Endurance Ratio: {arg1},Tỉ lệ sức bền: {arg1}
workout.fmt_ssn_sum_acwr_stats,This Week: {arg1} / Base: {arg2},Tuần này: {arg1} / Cơ sở: {arg2}
workout.lbl_ssn_sum_advice_title,AI Analysis:,Phân tích từ AI:
workout.title_ssn_sum_complete,AWESOME!,TUYỆT VỜI!
workout.lbl_ssn_sum_default_name,New Workout,Buổi tập mới
workout.btn_ssn_sum_home,BACK TO HOME,VỀ LẠI TRANG CHỦ
workout.title_ssn_sum_rpe_card,Self-Assess Exertion Level,Tự đánh giá mức độ mệt mỏi
workout.lbl_ssn_sum_rpe_max,10 - Complete failure,10 - Gục ngã hoàn toàn
workout.lbl_ssn_sum_rpe_min,1 - Very easy,1 - Rất thoải mái
workout.desc_ssn_sum_rpe_slider,Drag the slider so AI understands your exertion level,Kéo thanh trượt để AI hiểu mức độ gắng sức của bạn
workout.lbl_ssn_sum_stat_xp,XP,XP
workout.lbl_ssn_sum_zone_optimal,Optimal,Đang Tối Ưu
workout.lbl_ssn_sum_zone_overreach,Overreaching,Gắng Sức
workout.lbl_ssn_sum_zone_overtrain,INJURY RISK,CHẤN THƯƠNG
workout.lbl_ssn_sum_zone_under,Training Light,Tập Hơi Nhẹ
workout.btn_start_new,Start New Workout,Bắt đầu buổi tập mới
